Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
30177;30177;viandes, œufs, poissons;charcuteries;Diot, cru;Diot (sausage from Savoy), raw;2,47;Diot, cru (30177);4,36;0,25;0,23;0,20;0,04;0,01;5,09
26099;26099;viandes, œufs, poissons;poissons crus;Dorade grise, ou daurade grise, ou griset, crue;Black seabream, raw;3,64;Dorade grise, ou daurade grise, ou griset, crue (26099);5,37;0,00;0,28;1,05;0,04;0,01;6,73
26222;26222;viandes, œufs, poissons;poissons cuits;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;Black seabream, roasted/baked;3,52;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four (26222);6,55;0,00;0,23;1,28;0,05;0,09;8,20
26109;26109;viandes, œufs, poissons;poissons crus;Dorade rose, ou daurade rose, crue;Blackspot seabream, raw;3,64;Dorade rose, ou daurade rose, crue (26109);5,37;0,00;0,28;1,05;0,04;0,01;6,73
26088;26088;viandes, œufs, poissons;poissons crus;Dorade royale ou daurade ou vraie daurade, crue, élevage;Gilthead seabream, raw, farmed;3,57;Dorade royale ou daurade ou vraie daurade, crue, élevage (26088);11,40;0,00;0,28;1,00;0,04;0,01;12,70
26080;26080;viandes, œufs, poissons;poissons crus;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;Gilthead seabream, raw, wild;3,57;Dorade royale, ou daurade ou vraie daurade, crue, sauvage (26080);7,72;0,00;0,28;1,00;0,04;0,01;9,04
26122;26122;viandes, œufs, poissons;poissons crus;Églefin, cru;Haddock, raw;3,57;Églefin, cru (26122);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26008;26008;viandes, œufs, poissons;poissons cuits;Églefin, cuit à la vapeur;Haddock, steamed;3,46;Églefin, cuit à la vapeur (26008);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26126;26126;viandes, œufs, poissons;poissons cuits;Églefin, grillé/poêlé;Haddock, grilled/pan-fried;3,46;Églefin, grillé/poêlé (26126);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26241;26241;viandes, œufs, poissons;poissons crus;Empereur, filet, sans peau, cru;Blue shark, fillet, without skin, raw;3,68;Empereur, filet, sans peau, cru (26241);9,36;0,00;0,28;1,17;0,04;0,01;10,80
28911;28911;viandes, œufs, poissons;charcuteries;Épaule de porc, cuite, choix, découennée dégraissée;Cooked pork shoulder, choice;2,45;Épaule de porc, cuite, choix, découennée dégraissée (28911);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28924;28924;viandes, œufs, poissons;charcuteries;Épaule de porc, cuite, standard, découennée dégraissée;Cooked pork shoulder, standard, rind less and fatless;2,45;Épaule de porc, cuite, standard, découennée dégraissée (28924);5,89;0,48;0,48;0,21;0,04;0,01;7,10
26083;26083;viandes, œufs, poissons;poissons crus;Éperlan, cru;Pond smelt, raw;3,68;Éperlan, cru (26083);0,71;0,00;0,28;0,91;0,04;0,01;1,94
10042;10042;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Escargot en sauce au beurre persillé, cuit;Snail in parsley butter, cooked;1,91;Escargot en sauce au beurre persillé, cuit (10042);3,66;0,54;0,42;0,33;0,10;0,28;5,32
26082;26082;viandes, œufs, poissons;poissons crus;Espadon, cru;Swordfish, raw;3,64;Espadon, cru (26082);3,14;0,00;0,28;0,79;0,04;0,01;4,25
26093;26093;viandes, œufs, poissons;poissons cuits;Espadon, rôti/cuit au four;Swordfish, roasted/baked;3,52;Espadon, rôti/cuit au four (26093);3,84;0,00;0,23;0,96;0,05;0,09;5,16
36402;36402;viandes, œufs, poissons;viandes cuites;Faisan, viande, rôtie/cuite au four;Pheasant, meat, roasted/baked;3,1;Faisan, viande, rôtie/cuite au four (36402);6,86;1,36;0,00;0,37;0,06;0,20;8,85
28727;28727;viandes, œufs, poissons;charcuteries;Filet de bacon;Bacon, back;2,91;Filet de bacon (28727);6,34;0,31;0,28;0,21;0,04;0,01;7,18
26009;26009;viandes, œufs, poissons;poissons crus;Flétan de l'Atlantique ou flétan blanc, cru;Atlantic halibut, raw;3,68;Flétan de l'Atlantique ou flétan blanc, cru (26009);3,14;0,00;0,28;0,79;0,04;0,01;4,25
26154;26154;viandes, œufs, poissons;poissons crus;Flétan du Groënland ou flétan noir ou flétan commun, cru;Greenland halibut, raw;3,68;Flétan du Groënland ou flétan noir ou flétan commun, cru (26154);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26247;26247;viandes, œufs, poissons;poissons cuits;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;Greenland halibut, steamed;3,56;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur (26247);11,40;0,00;0,23;1,43;0,05;0,09;13,20
40102;40102;viandes, œufs, poissons;viandes crues;Foie, agneau, cru;Liver, lamb, raw;2,63;Foie, agneau, cru (40102);21,10;0,03;0,28;0,20;0,04;0,01;21,60
40103;40103;viandes, œufs, poissons;viandes cuites;Foie, agneau, cuit;Liver, lamb, cooked;2,65;Foie, agneau, cuit (40103);28,90;0,05;0,38;0,27;0,05;0,10;29,70
40121;40121;viandes, œufs, poissons;viandes crues;Foie, canard, cru;Liver, duck, raw;3,05;Foie, canard, cru (40121);1,10;0,22;0,28;0,20;0,04;0,01;1,84
40115;40115;viandes, œufs, poissons;viandes crues;Foie, dinde, cru;Liver, turkey, raw;3,05;Foie, dinde, cru (40115);1,10;0,22;0,28;0,20;0,04;0,01;1,84
40118;40118;viandes, œufs, poissons;viandes cuites;Foie, dinde, cuit;Liver, turkey, cooked;3,05;Foie, dinde, cuit (40118);1,51;0,30;0,38;0,28;0,05;0,10;2,61
40104;40104;viandes, œufs, poissons;viandes crues;Foie, génisse, cru;Liver, young cow, raw;2,21;Foie, génisse, cru (40104);21,50;0,05;0,28;0,20;0,04;0,01;22,10
40105;40105;viandes, œufs, poissons;viandes cuites;Foie, génisse, cuit;Liver, young cow, cooked;2,24;Foie, génisse, cuit (40105);29,50;0,07;0,38;0,28;0,05;0,10;30,40
40110;40110;viandes, œufs, poissons;viandes crues;Foie, lapin, cru;Liver, rabbit, raw;3,05;Foie, lapin, cru (40110);1,10;0,22;0,28;0,20;0,04;0,01;1,84
40120;40120;viandes, œufs, poissons;viandes crues;Foie, oie, cru;Liver, goose, raw;3,05;Foie, oie, cru (40120);1,10;0,22;0,28;0,20;0,04;0,01;1,84
40119;40119;viandes, œufs, poissons;viandes crues;Foie, porc, cru;Liver, pork, raw;2,47;Foie, porc, cru (40119);1,48;0,10;0,28;0,19;0,04;0,01;2,10
40113;40113;viandes, œufs, poissons;viandes cuites;Foie, porc, cuit;Liver, pork, cooked;2,49;Foie, porc, cuit (40113);2,03;0,14;0,38;0,27;0,05;0,10;2,96
40111;40111;viandes, œufs, poissons;viandes crues;Foie, poulet, cru;Liver, chicken, raw;2,59;Foie, poulet, cru (40111);1,10;0,22;0,28;0,20;0,04;0,01;1,84
40116;40116;viandes, œufs, poissons;viandes cuites;Foie, poulet, cuit;Liver, chicken, cooked;2,61;Foie, poulet, cuit (40116);1,51;0,30;0,38;0,28;0,05;0,10;2,61
40106;40106;viandes, œufs, poissons;viandes crues;Foie, veau, cru;Liver, calf, raw;2,63;Foie, veau, cru (40106);17,20;0,06;0,28;0,20;0,04;0,01;17,80
40107;40107;viandes, œufs, poissons;viandes cuites;Foie, veau, cuit;Liver, calf, cooked;2,65;Foie, veau, cuit (40107);23,60;0,08;0,38;0,28;0,05;0,10;24,50
40108;40108;viandes, œufs, poissons;viandes crues;Foie, volaille, cru;Liver, poultry, raw;3,05;Foie, volaille, cru (40108);1,10;0,22;0,28;0,20;0,04;0,01;1,84
8400;8400;viandes, œufs, poissons;charcuteries;Fromage de tête;Head-cheese pâté or brawn;2,34;Fromage de tête (8400);4,04;0,37;0,29;0,20;0,04;0,01;4,94
40700;40700;viandes, œufs, poissons;viandes crues;Gésier, poulet, cru;Gizzard, chicken, raw;2,59;Gésier, poulet, cru (40700);1,10;0,22;0,28;0,20;0,04;0,01;1,84
26128;26128;viandes, œufs, poissons;poissons crus;Grenadier (de roche), cru;Roundnose grenadier, raw;3,64;Grenadier (de roche), cru (26128);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26214;26214;viandes, œufs, poissons;poissons crus;Grenadier bleu ou hoki de Nouvelle-Zélande, cru;Blue grenadier, raw;3,68;Grenadier bleu ou hoki de Nouvelle-Zélande, cru (26214);5,38;0,00;0,28;1,08;0,04;0,01;6,79
26219;26219;viandes, œufs, poissons;poissons crus;Grondin perlon, cru;Tub gurnard, raw;3,64;Grondin perlon, cru (26219);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26106;26106;viandes, œufs, poissons;poissons crus;Grondin, cru;Red gurnard, raw;3,64;Grondin, cru (26106);5,37;0,00;0,28;1,05;0,04;0,01;6,73
6260;6260;viandes, œufs, poissons;autres produits à base de viande;Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru;Burger, beef based, 15% fat, raw;2,68;Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru (6260);15,90;0,28;0,27;0,21;0,04;0,01;16,70
28927;28927;viandes, œufs, poissons;charcuteries;Haché de volaille;Poultry, minced meat;2,67;Haché de volaille (28927);6,86;1,43;0,37;0,32;0,05;0,09;9,12
26090;26090;viandes, œufs, poissons;poissons cuits;Haddock (fumé) ou églefin fumé;Haddock, smoked;3,1;Haddock (fumé) ou églefin fumé (26090);9,36;0,00;0,17;1,17;0,02;0,01;10,70
26232;26232;viandes, œufs, poissons;poissons cuits;Hareng fumé, à l'huile;Atlantic herring, smoked, in oil;3,1;Hareng fumé, à l'huile (26232);1,08;0,00;0,17;0,91;0,02;0,01;2,19
26013;26013;viandes, œufs, poissons;poissons cuits;Hareng fumé, au naturel;Atlantic herring, smoked, plain;3,03;Hareng fumé, au naturel (26013);1,08;0,00;0,17;0,91;0,02;0,01;2,19
25998;25998;viandes, œufs, poissons;poissons cuits;Hareng fumé, filet, doux;Atlantic herring, smoked, fillet;3,1;Hareng fumé, filet, doux (25998);1,08;0,00;0,17;0,91;0,02;0,01;2,19
26238;26238;viandes, œufs, poissons;poissons crus;Hareng gras, cru;Atlantic herring, oily, raw;3,78;Hareng gras, cru (26238);1,08;0,00;0,28;0,91;0,04;0,01;2,31
26237;26237;viandes, œufs, poissons;poissons crus;Hareng maigre, cru;Atlantic herring, lean, raw;3,57;Hareng maigre, cru (26237);1,08;0,00;0,28;0,91;0,04;0,01;2,31
26010;26010;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Hareng mariné ou rollmops;Atlantic herring, marinated, or rollmops;3,78;Hareng mariné ou rollmops (26010);1,08;0,00;0,28;0,91;0,04;0,01;2,31
26011;26011;viandes, œufs, poissons;poissons crus;Hareng, cru;Atlantic herring, raw;3,57;Hareng, cru (26011);1,08;0,00;0,28;0,91;0,04;0,01;2,31
26012;26012;viandes, œufs, poissons;poissons cuits;Hareng, frit;Atlantic herring, fried;3,46;Hareng, frit (26012);1,33;0,00;0,23;1,11;0,05;0,09;2,80
26014;26014;viandes, œufs, poissons;poissons cuits;Hareng, grillé/poêlé;Atlantic herring, grilled/pan-fried;3,46;Hareng, grillé/poêlé (26014);1,33;0,00;0,23;1,11;0,05;0,09;2,80
26213;26213;viandes, œufs, poissons;poissons crus;Hoki, tout lieu de pêche, cru;Grenadier, from any fishing spot, raw;3,68;Hoki, tout lieu de pêche, cru (26213);9,36;0,00;0,28;1,17;0,04;0,01;10,80
10009;10009;viandes, œufs, poissons;mollusques et crustacés cuits;Homard, bouilli/cuit à l'eau;Lobster, boiled/cooked in water;2,13;Homard, bouilli/cuit à l'eau (10009);24,30;0,19;0,00;12,40;0,13;1,44;38,50
10035;10035;viandes, œufs, poissons;mollusques et crustacés crus;Huître creuse, crue;Pacific oyster, raw;2,85;Huître creuse, crue (10035);1,84;0,00;1,08;0,87;0,15;0,99;4,92
10036;10036;viandes, œufs, poissons;mollusques et crustacés crus;Huître plate, crue;European oyster, raw;2,85;Huître plate, crue (10036);1,84;0,00;1,08;0,87;0,15;0,99;4,92
10011;10011;viandes, œufs, poissons;mollusques et crustacés crus;Huître, sans précision, crue;Oyster, raw;2,85;Huître, sans précision, crue (10011);1,84;0,00;1,08;0,87;0,15;0,99;4,92
5;5;viandes, œufs, poissons;autres produits à base de viande;Insecte (Mouche Soldat Noir);Dried deffated black soldier fly protein;1,41;Insecte (Mouche Soldat Noir) (0005);3,99;0,11;0,26;0,10;0,02;0,00;4,48
28905;28905;viandes, œufs, poissons;charcuteries;Jambon à l'os braisé;Braised ham on the bone;2,45;Jambon à l'os braisé (28905);7,36;0,60;0,60;0,26;0,05;0,09;8,96
28800;28800;viandes, œufs, poissons;charcuteries;Jambon cru;Cured ham, raw;2,51;Jambon cru (28800);12,00;1,84;0,10;0,22;0,04;0,01;14,20
28801;28801;viandes, œufs, poissons;charcuteries;Jambon cru, fumé;Cured ham, raw, smoked;2,95;Jambon cru, fumé (28801);12,00;1,84;0,10;0,22;0,04;0,01;14,20
28804;28804;viandes, œufs, poissons;charcuteries;Jambon cru, fumé, allégé en matière grasse;Cured ham, raw, smoked, reduced fat;2,95;Jambon cru, fumé, allégé en matière grasse (28804);12,00;1,84;0,10;0,22;0,04;0,01;14,20
28910;28910;viandes, œufs, poissons;charcuteries;Jambon cuit, choix;Cooked ham, choice;2,45;Jambon cuit, choix (28910);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28912;28912;viandes, œufs, poissons;charcuteries;Jambon cuit, choix, avec couenne;Cooked ham, choice, w rind;2,45;Jambon cuit, choix, avec couenne (28912);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28913;28913;viandes, œufs, poissons;charcuteries;Jambon cuit, choix, découenné dégraissé;Cooked ham, choice, rind less and fatless;2,45;Jambon cuit, choix, découenné dégraissé (28913);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28925;28925;viandes, œufs, poissons;charcuteries;Jambon cuit, de Paris, découenné dégraissé;Cooked ham, Parisian-style, rind less and fatless;2,45;Jambon cuit, de Paris, découenné dégraissé (28925);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28803;28803;viandes, œufs, poissons;charcuteries;Jambon cuit, fumé;Cooked ham, smoked;2,45;Jambon cuit, fumé (28803);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28900;28900;viandes, œufs, poissons;charcuteries;Jambon cuit, supérieur;Cooked ham, superior quality;2,45;Jambon cuit, supérieur (28900);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28907;28907;viandes, œufs, poissons;charcuteries;Jambon cuit, supérieur, à teneur réduite en sel;Cooked ham, superior quality, reduced salt;2,45;Jambon cuit, supérieur, à teneur réduite en sel (28907);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28901;28901;viandes, œufs, poissons;charcuteries;Jambon cuit, supérieur, avec couenne;Cooked ham, superior quality, with rind;2,45;Jambon cuit, supérieur, avec couenne (28901);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28902;28902;viandes, œufs, poissons;charcuteries;Jambon cuit, supérieur, découenné;Cooked ham, superior quality, rind less;2,45;Jambon cuit, supérieur, découenné (28902);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28906;28906;viandes, œufs, poissons;charcuteries;Jambon cuit, supérieur, découenné dégraissé;Cooked ham, superior quality, rind less and fatless;2,45;Jambon cuit, supérieur, découenné dégraissé (28906);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28811;28811;viandes, œufs, poissons;charcuteries;Jambon de Bayonne;Bayonne Cured ham, raw, smoked;2,51;Jambon de Bayonne (28811);12,00;1,84;0,10;0,22;0,04;0,01;14,20
28964;28964;viandes, œufs, poissons;charcuteries;Jambon de dinde ou Blanc de dinde en tranche;Turkey cooked ham, in slices;3,11;Jambon de dinde ou Blanc de dinde en tranche (28964);5,18;1,08;0,28;0,24;0,04;0,01;6,82
28700;28700;viandes, œufs, poissons;charcuteries;Jambon de porc à cuire ou Jambon à rôtir/cuire au four;Pork ham, intended to be cooked or pork ham, intended to be roast/bake;2,45;Jambon de porc à cuire ou Jambon à rôtir/cuire au four (28700);5,89;0,48;0,48;0,21;0,04;0,01;7,10
28963;28963;viandes, œufs, poissons;charcuteries;Jambon de poulet ou Blanc de poulet en tranche;Chicken cooked ham, in slices;2,66;Jambon de poulet ou Blanc de poulet en tranche (28963);5,18;1,08;0,28;0,24;0,04;0,01;6,82
8395;8395;viandes, œufs, poissons;charcuteries;Jambon en croûte;Ham, in a pastry crusty;2,33;Jambon en croûte (8395);7,05;0,80;0,57;0,23;0,04;0,09;8,78
28812;28812;viandes, œufs, poissons;charcuteries;Jambon sec;Dry-cured ham;2,51;Jambon sec (28812);15,00;2,30;0,12;0,28;0,05;0,09;17,90
28844;28844;viandes, œufs, poissons;charcuteries;Jambon sec de Parme;Parma dry-cured ham;2,51;Jambon sec de Parme (28844);15,00;2,30;0,12;0,28;0,05;0,09;17,90
28845;28845;viandes, œufs, poissons;charcuteries;Jambon sec Serrano;Serrano dry-cured ham;2,51;Jambon sec Serrano (28845);15,00;2,30;0,12;0,28;0,05;0,09;17,90
28802;28802;viandes, œufs, poissons;charcuteries;Jambon sec, découenné, dégraissé;Dry-cured ham, fat and rind removed;2,51;Jambon sec, découenné, dégraissé (28802);15,00;2,30;0,12;0,28;0,05;0,09;17,90
28960;28960;viandes, œufs, poissons;charcuteries;Jambonneau, cuit;Knuckle of ham, cooked;2,45;Jambonneau, cuit (28960);7,36;0,60;0,60;0,26;0,05;0,09;8,96
26240;26240;viandes, œufs, poissons;poissons crus;Joëls (petits poissons entiers) pour friture, crus;Big-scale sand smelt (whole small fish), to fry, raw;3,68;Joëls (petits poissons entiers) pour friture, crus (26240);0,29;0,00;0,28;0,91;0,04;0,01;1,51
26130;26130;viandes, œufs, poissons;poissons crus;Julienne ou Lingue, crue;Ling, raw;3,64;Julienne ou Lingue, crue (26130);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26234;26234;viandes, œufs, poissons;poissons cuits;Julienne ou Lingue, cuite;Ling, cooked;3,52;Julienne ou Lingue, cuite (26234);11,40;0,00;0,23;1,43;0,05;0,09;13,20
10024;10024;viandes, œufs, poissons;mollusques et crustacés crus;Langoustine, crue;Norway lobster, raw;3,03;Langoustine, crue (10024);15,20;0,12;0,61;7,80;0,08;0,41;24,20
40202;40202;viandes, œufs, poissons;viandes crues;Langue, boeuf, crue;Tongue, beef, raw;2,21;Langue, boeuf, crue (40202);21,50;0,05;0,28;0,20;0,04;0,01;22,10
40203;40203;viandes, œufs, poissons;viandes cuites;Langue, boeuf, cuite;Tongue, beef, cooked;2,24;Langue, boeuf, cuite (40203);29,50;0,07;0,38;0,28;0,05;0,10;30,40
40205;40205;viandes, œufs, poissons;viandes crues;Langue, porc, crue;Tongue, pork, raw;2,47;Langue, porc, crue (40205);1,48;0,10;0,28;0,19;0,04;0,01;2,10
40204;40204;viandes, œufs, poissons;viandes crues;Langue, veau, crue;Tongue, calf, raw;2,63;Langue, veau, crue (40204);17,20;0,06;0,28;0,20;0,04;0,01;17,80
40201;40201;viandes, œufs, poissons;viandes cuites;Langue, veau, cuite;Tongue, calf, cooked;2,65;Langue, veau, cuite (40201);23,60;0,08;0,38;0,28;0,05;0,10;24,50
34003;34003;viandes, œufs, poissons;viandes crues;Lapin de garenne, viande, crue;Rabbit, wild, meat, raw;3,11;Lapin de garenne, viande, crue (34003);5,18;1,03;0,35;0,29;0,05;0,09;6,98
34004;34004;viandes, œufs, poissons;viandes cuites;Lapin de garenne, viande, cuite;Rabbit, wild, meat, cooked;3,11;Lapin de garenne, viande, cuite (34004);6,86;1,36;0,46;0,39;0,06;0,20;9,33
34000;34000;viandes, œufs, poissons;viandes cuites;Lapin, viande braisée;Rabbit, meat, braised;3,11;Lapin, viande braisée (34000);6,86;1,36;0,46;0,39;0,06;0,20;9,33
34001;34001;viandes, œufs, poissons;viandes crues;Lapin, viande crue;Rabbit, meat, raw;3,11;Lapin, viande crue (34001);5,18;1,03;0,35;0,29;0,05;0,09;6,98
34002;34002;viandes, œufs, poissons;viandes cuites;Lapin, viande cuite;Rabbit, meat, cooked;3,11;Lapin, viande cuite (34002);6,86;1,36;0,46;0,39;0,06;0,20;9,33
28720;28720;viandes, œufs, poissons;charcuteries;Lardon fumé, cru;Smoked lardoons, raw;2,91;Lardon fumé, cru (28720);5,59;0,28;0,28;0,21;0,04;0,01;6,39
28725;28725;viandes, œufs, poissons;charcuteries;Lardon fumé, cuit;Smoked lardoons, cooked;2,92;Lardon fumé, cuit (28725);7,06;0,35;0,35;0,26;0,05;0,09;8,16
28501;28501;viandes, œufs, poissons;charcuteries;Lardon nature, cru;Lardoons, raw;2,91;Lardon nature, cru (28501);5,59;0,28;0,28;0,21;0,04;0,01;6,39
28504;28504;viandes, œufs, poissons;charcuteries;Lardon nature, cuit;Lardoons, cooked;2,92;Lardon nature, cuit (28504);7,06;0,35;0,35;0,26;0,05;0,09;8,16
26129;26129;viandes, œufs, poissons;poissons crus;Lieu jaune ou colin, cru;Pollack, raw;3,64;Lieu jaune ou colin, cru (26129);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26134;26134;viandes, œufs, poissons;poissons crus;Lieu noir, cru;Saithe, raw;3,57;Lieu noir, cru (26134);4,61;0,00;0,28;0,96;0,04;0,01;5,88
26015;26015;viandes, œufs, poissons;poissons cuits;Lieu noir, cuit;Saithe, cooked;3,46;Lieu noir, cuit (26015);5,63;0,00;0,23;1,17;0,05;0,09;7,16
26047;26047;viandes, œufs, poissons;poissons crus;Lieu noir, surgelé, cru;Saithe, frozen, raw;3,48;Lieu noir, surgelé, cru (26047);2,86;0,46;0,27;0,67;0,07;0,03;4,35
26006;26006;viandes, œufs, poissons;poissons crus;Lieu ou colin d'Alaska, cru;Alaska pollock, raw;3,68;Lieu ou colin d'Alaska, cru (26006);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26152;26152;viandes, œufs, poissons;poissons cuits;Lieu ou colin d'Alaska, fumé;Alaska pollock, smoked;3,24;Lieu ou colin d'Alaska, fumé (26152);9,36;0,00;0,17;1,17;0,02;0,01;10,70
26057;26057;viandes, œufs, poissons;poissons crus;Limande, crue;Common dab, raw;3,64;Limande, crue (26057);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26135;26135;viandes, œufs, poissons;poissons crus;Limande-sole, crue;Lemon sole, raw;3,64;Limande-sole, crue (26135);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26017;26017;viandes, œufs, poissons;poissons cuits;Limande-sole, cuite à la vapeur;Lemon sole, steamed;3,52;Limande-sole, cuite à la vapeur (26017);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26016;26016;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Limande-sole, panée, frite;Lemon sole, breaded, fried;3,52;Limande-sole, panée, frite (26016);11,40;0,00;0,34;1,43;0,05;0,09;13,30
26194;26194;viandes, œufs, poissons;poissons crus;Lingue bleue ou Lingue, crue;Blue ling, raw;3,64;Lingue bleue ou Lingue, crue (26194);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26018;26018;viandes, œufs, poissons;poissons crus;Lotte ou baudroie, crue;Anglerfish, raw;3,68;Lotte ou baudroie, crue (26018);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26081;26081;viandes, œufs, poissons;poissons cuits;Lotte ou baudroie, grillée/poêlée;Anglerfish, grilled;3,56;Lotte ou baudroie, grillée/poêlée (26081);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26172;26172;viandes, œufs, poissons;poissons crus;Loup tacheté, cru;Spotted wolffish;3,68;Loup tacheté, cru (26172);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26102;26102;viandes, œufs, poissons;poissons crus;Maquereau espagnol ou maquereau blanc ou billard, cru;Atlantic chub mackerel, raw;3,57;Maquereau espagnol ou maquereau blanc ou billard, cru (26102);1,06;0,00;0,28;0,88;0,04;0,01;2,25
26123;26123;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Maquereau, au naturel, appertisé, égoutté;Mackerel, canned in brine, drained;3,1;Maquereau, au naturel, appertisé, égoutté (26123);2,17;0,63;4,14;1,50;0,02;0,05;8,51
26051;26051;viandes, œufs, poissons;poissons crus;Maquereau, cru;Mackerel, raw;3,57;Maquereau, cru (26051);1,06;0,00;0,28;0,88;0,04;0,01;2,25
26097;26097;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Maquereau, filet au vin blanc, appertisé, égoutté;Mackerel, fillet, in white wine, canned, drained;3,1;Maquereau, filet au vin blanc, appertisé, égoutté (26097);2,17;0,63;4,14;1,50;0,02;0,05;8,51
26096;26096;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Maquereau, filet sauce moutarde, appertisé, égoutté;Mackerel, fillet, in mustard sauce, canned, drained;3,1;Maquereau, filet sauce moutarde, appertisé, égoutté (26096);2,17;0,63;4,14;1,50;0,02;0,05;8,51
26086;26086;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Maquereau, filet sauce tomate, appertisé, égoutté;Mackerel, fillet, in tomato sauce, canned, drained;3,1;Maquereau, filet sauce tomate, appertisé, égoutté (26086);2,17;0,63;4,14;1,50;0,02;0,05;8,51
26020;26020;viandes, œufs, poissons;poissons cuits;Maquereau, frit;Mackerel, fried;3,46;Maquereau, frit (26020);1,30;0,00;0,23;1,07;0,05;0,09;2,73
26087;26087;viandes, œufs, poissons;poissons cuits;Maquereau, fumé;Mackerel, smoked;3,1;Maquereau, fumé (26087);1,06;0,00;0,17;0,88;0,02;0,01;2,13
26186;26186;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Maquereau, mariné;Mackerel, marinated;3,78;Maquereau, mariné (26186);1,06;0,00;0,28;0,88;0,04;0,01;2,25
26019;26019;viandes, œufs, poissons;poissons cuits;Maquereau, rôti/cuit au four;Mackerel, roasted/baked;3,46;Maquereau, rôti/cuit au four (26019);1,29;0,00;0,23;1,07;0,05;0,09;2,73
30156;30156;viandes, œufs, poissons;charcuteries;Merguez, boeuf et mouton, crue;Merguez sausage, beef and mutton, raw;2,53;Merguez, boeuf et mouton, crue (30156);38,90;0,13;0,28;0,21;0,04;0,01;39,60
30155;30155;viandes, œufs, poissons;charcuteries;Merguez, boeuf et mouton, cuite;Merguez sausage, beef and mutton, cooked;2,54;Merguez, boeuf et mouton, cuite (30155);38,90;0,13;0,28;0,21;0,04;0,09;39,60
30154;30154;viandes, œufs, poissons;charcuteries;Merguez, bœuf, mouton et porc, crue;Merguez sausage, beef, mutton and pork, raw;2,32;Merguez, bœuf, mouton et porc, crue (30154);31,40;0,32;0,38;0,21;0,04;0,01;32,30
30150;30150;viandes, œufs, poissons;charcuteries;Merguez, crue;Merguez sausage, raw;2,32;Merguez, crue (30150);23,70;0,52;0,48;0,21;0,04;0,01;25,00
30153;30153;viandes, œufs, poissons;charcuteries;Merguez, porc et bœuf, crue;Merguez sausage, pork and beef, raw;2,32;Merguez, porc et bœuf, crue (30153);23,70;0,52;0,48;0,21;0,04;0,01;25,00
30152;30152;viandes, œufs, poissons;charcuteries;Merguez, pur bœuf, crue;Merguez sausage, pure beef, raw;2,31;Merguez, pur bœuf, crue (30152);29,80;0,12;0,28;0,21;0,04;0,01;30,50
26095;26095;viandes, œufs, poissons;poissons crus;Merlan, cru;Whiting, raw;3,57;Merlan, cru (26095);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26022;26022;viandes, œufs, poissons;poissons cuits;Merlan, cuit à la vapeur;Whiting, steamed;3,46;Merlan, cuit à la vapeur (26022);11,40;0,00;0,23;1,43;0,05;0,09;13,20
